Symbol,Sector,Price,% Change,Score,RSI,RSI Zone,ATR%,EMA20,Trend,Sentiment Bar,Momentum,News Sentiment,Distance to EMA%,Exhaustion,Pullback Window,Breakout Window,Exp Ride Length,Vol Shape,Freshness Index,Rel Momentum,MACD,MACD Signal,MACD Hist,Stoch %K,Stoch %D,VWAP,Why This Stock,Future Pred (5d),Risk Indicator,notes,Leadership Rank,Tier,Rank Change
CG,Financial Services,51.46,0.16,23.91,35.11,Neutral,4.06,54.1965,Bearish,★★☆☆☆ →,1.26,0.0,-5.05,No,Not expected,Not imminent,2.2,Increasing,0.02,1.26,-1.1099,-1.2537,0.1438,25.8,33.43,50.9628,Bullish MACD; Above VWAP,51.59,Low,,578.5,,-
INOD,Technology,54.97,-2.14,23.89,33.65,Neutral,9.89,65.5985,Bearish,★★☆☆☆ →,-17.79,0.0,-16.21,No,Not expected,Not imminent,2.2,Decreasing,0.02,-17.79,-4.8736,-3.8371,-1.0365,12.86,11.51,49.5514,Above VWAP,53.01,High,,1764.0,,-
UTZ,Consumer Defensive,9.84,-1.7,23.86,31.08,Neutral,5.56,10.7424,Bearish,★★☆☆☆ →,-2.67,0.0,-8.4,No,Not expected,Not imminent,1.7,Increasing,0.0,-2.67,-0.3859,-0.4159,0.03,13.55,19.82,13.0534,Bullish MACD,9.79,High,,1159.0,,-
URA,Unknown,43.29,-0.98,23.84,33.69,Neutral,5.39,48.3631,Bearish,★★☆☆☆ →,-12.95,0.0,-10.49,No,Not expected,Not imminent,2.3,Decreasing,0.03,-12.95,-2.1098,-1.3173,-0.7925,7.25,9.72,37.66,Above VWAP,42.17,High,,1684.0,,-
ADPT,Healthcare,13.53,-1.31,23.82,33.63,Neutral,6.34,15.202,Bearish,★★☆☆☆ →,-20.04,0.0,-11.0,No,Not expected,Not imminent,2.0,Decreasing,0.03,-20.04,-0.7152,-0.3854,-0.3298,8.9,8.97,10.2703,Above VWAP,12.99,High,,1802.5,,-
AEHR,Technology,19.6,-2.37,23.82,34.12,Neutral,8.84,23.5349,Bearish,★★☆☆☆ →,-20.99,0.0,-16.74,No,Not expected,Not imminent,1.7,Decreasing,0.02,-20.99,-1.5801,-1.0786,-0.5015,8.5,8.54,17.7718,Above VWAP,18.77,High,,1810.0,,-
SVXY,Unknown,46.73,-1.72,23.79,36.83,Neutral,2.79,49.0883,Bearish,★★☆☆☆ →,-4.36,0.0,-4.8,No,Not expected,Not imminent,2.0,Increasing,0.0,-4.36,-0.5178,-0.1617,-0.3561,20.13,32.53,44.7164,Above VWAP,46.32,Low,,1301.0,,-
RGTI,Technology,24.84,0.61,23.78,33.93,Neutral,13.32,32.8091,Bearish,★★☆☆☆ →,-29.39,0.0,-24.29,No,Not expected,Not imminent,2.3,Decreasing,0.03,-29.39,-3.9312,-2.7514,-1.1798,7.72,6.16,16.9954,Above VWAP,23.38,High,,1875.0,,-
KTOS,Industrials,69.42,-1.16,23.77,34.13,Neutral,8.0,79.5915,Bearish,★★☆☆☆ →,-23.05,0.0,-12.78,No,Not expected,Not imminent,2.0,Decreasing,0.02,-23.05,-4.6148,-3.4993,-1.1154,9.37,13.22,53.9073,Above VWAP,66.22,High,,1826.0,,-
W,Consumer Cyclical,95.63,-3.92,23.76,48.0,Neutral,5.78,99.463,Bearish,★★☆☆☆ →,-3.82,0.0,-3.85,No,Not expected,Not imminent,2.1,Increasing,0.11,-3.82,1.7914,3.9506,-2.1592,20.2,42.34,53.1954,Above VWAP,94.9,High,,1264.0,,-
WSM,Consumer Cyclical,178.4,-1.61,23.73,35.63,Neutral,3.56,189.54,Bearish,★★☆☆☆ →,-8.04,0.0,-5.88,No,Not expected,Not imminent,2.1,Increasing,0.0,-8.04,-3.207,-1.0624,-2.1446,5.94,5.73,174.4458,Above VWAP,175.53,Low,,1542.0,,-
IONQ,Technology,48.77,2.05,23.69,39.56,Neutral,9.51,55.1039,Bearish,★★☆☆☆ →,-8.64,0.0,-11.49,No,Not expected,Not imminent,2.0,Decreasing,0.03,-8.64,-3.687,-3.1375,-0.5495,24.75,17.18,43.1298,Above VWAP,47.93,High,,1573.0,,-
JBGS,Real Estate,17.31,-0.86,23.68,25.97,Oversold,3.54,18.7915,Bearish,★★☆☆☆ ↑,-7.16,0.0,-7.88,No,Not expected,Not imminent,2.2,Decreasing,0.02,-7.16,-0.6768,-0.6317,-0.0451,8.24,7.75,17.3375,Balanced metrics,17.06,Low,,1484.5,,-
SOXX,Unknown,277.61,-2.1,23.65,40.61,Neutral,3.56,292.2831,Bearish,★★☆☆☆ →,-6.3,0.0,-5.02,No,Not expected,Not imminent,2.1,Increasing,0.05,-6.3,-3.181,0.5963,-3.7773,16.36,23.42,233.3106,Above VWAP,274.11,Low,,1442.0,,-
MSI,Technology,372.38,-1.41,23.6,18.45,Oversold,2.46,402.6566,Bearish,★★☆☆☆ ↑,-5.54,0.0,-7.52,No,Not expected,Not imminent,2.1,Increasing,0.0,-5.54,-13.9357,-13.4483,-0.4874,3.42,3.98,437.1844,Balanced metrics,368.25,Low,,1390.5,,-
ASTS,Technology,56.63,0.05,23.55,34.91,Neutral,9.9,67.3786,Bearish,★★☆☆☆ →,-19.16,0.0,-15.95,No,Not expected,Not imminent,2.1,Decreasing,0.03,-19.16,-4.4192,-2.6922,-1.7269,7.46,8.38,41.0223,Above VWAP,54.46,High,,1782.0,,-
ACMR,Technology,30.5,-3.08,23.48,35.44,Neutral,7.84,34.8184,Bearish,★★☆☆☆ →,-21.59,0.0,-12.4,No,Not expected,Not imminent,1.9,Decreasing,0.02,-21.59,-1.9804,-1.605,-0.3754,11.96,17.24,26.0935,Above VWAP,29.18,High,,1816.0,,-
TTC,Industrials,69.41,-0.43,23.48,27.12,Oversold,2.16,72.7047,Bearish,★★☆☆☆ ↑,-5.44,0.0,-4.53,No,Not expected,Not imminent,1.6,Increasing,0.0,-5.44,-1.2343,-0.8139,-0.4204,4.24,7.93,75.3355,Balanced metrics,68.65,Low,,1387.0,,-
NXPI,Technology,189.53,-0.51,23.47,29.88,Oversold,3.12,205.0426,Bearish,★★☆☆☆ ↑,-7.28,0.0,-7.57,No,Not expected,Not imminent,1.7,Decreasing,0.0,-7.28,-5.6808,-4.1514,-1.5294,5.41,8.58,208.5394,Balanced metrics,186.77,Low,,1501.5,,-
QBTS,Technology,22.4,-1.89,23.28,36.02,Neutral,14.01,28.4899,Bearish,★★☆☆☆ →,-24.68,0.0,-21.38,No,Not expected,Not imminent,2.2,Decreasing,0.03,-24.68,-2.6703,-1.698,-0.9722,9.14,7.89,13.9423,Above VWAP,21.29,High,,1838.0,,-
UEC,Energy,11.24,0.22,23.24,36.17,Neutral,8.3,12.784,Bearish,★★☆☆☆ →,-13.5,0.0,-12.04,No,Not expected,Not imminent,2.1,Decreasing,0.03,-13.5,-0.7223,-0.5161,-0.2062,17.95,14.13,8.9239,Above VWAP,10.94,High,,1698.0,,-
PRGO,Healthcare,13.28,-2.03,23.18,11.15,Oversold,6.29,16.694,Bearish,★★☆☆☆ ↑,-34.2,0.0,-20.42,No,Not expected,Not imminent,1.6,Decreasing,0.0,-34.2,-1.8182,-1.6486,-0.1696,1.78,1.88,23.3932,Balanced metrics,12.38,High,,1897.0,,-
OC,Industrials,98.18,-0.96,23.09,15.41,Oversold,4.34,111.905,Bearish,★★☆☆☆ ↑,-20.0,0.0,-12.26,No,Not expected,Not imminent,1.7,Decreasing,0.0,-20.0,-6.8007,-6.2014,-0.5993,2.15,2.41,145.6815,Balanced metrics,94.25,Low,,1801.0,,-
RBLX,Communication Services,101.31,0.04,23.02,31.54,Neutral,5.62,110.5731,Bearish,★★☆☆☆ →,-2.71,0.0,-8.38,No,Not expected,Not imminent,2.4,Decreasing,0.02,-2.71,-5.3904,-5.7216,0.3312,10.63,9.49,89.0796,Bullish MACD; Above VWAP,100.76,High,,1162.5,,-
FOUR,Technology,65.81,-2.72,23.01,35.34,Neutral,5.21,70.8068,Bearish,★★☆☆☆ →,-1.39,0.0,-7.06,No,Not expected,Not imminent,2.1,Increasing,0.0,-1.39,-1.3176,-1.4008,0.0832,43.13,54.7,90.4399,Bullish MACD,65.63,High,,997.5,,-
SMTC,Technology,62.58,-3.22,23.0,39.97,Neutral,6.08,67.9156,Bearish,★★☆☆☆ →,-2.86,0.0,-7.86,No,Not expected,Not imminent,1.9,Increasing,0.0,-2.86,-0.9927,0.1006,-1.0934,13.43,24.41,49.1943,Above VWAP,62.22,High,,1181.5,,-
DEI,Real Estate,11.47,-0.29,22.96,24.52,Oversold,3.06,12.4733,Bearish,★★☆☆☆ ↑,-10.69,0.0,-8.07,No,Not expected,Not imminent,1.7,Decreasing,0.0,-10.69,-0.4646,-0.4507,-0.0138,5.05,5.47,15.1812,Balanced metrics,11.22,Low,,1635.0,,-
GLW,Technology,79.76,-1.6,22.89,39.45,Neutral,4.25,84.7723,Bearish,★★☆☆☆ →,-6.08,0.0,-5.91,No,Not expected,Not imminent,2.0,Increasing,0.05,-6.08,-1.337,-0.1554,-1.1816,12.67,18.86,59.3678,Above VWAP,78.79,Low,,1431.0,,-
RIVN,Consumer Cyclical,14.89,0.1,22.88,51.37,Neutral,8.52,14.9025,Neutral,★★☆☆☆ →,19.08,0.0,-0.12,No,Not expected,Not imminent,2.2,Increasing,0.12,19.08,0.4211,0.562,-0.1409,44.69,55.64,13.4819,Healthy momentum; Above VWAP,15.45,High,,46.0,,-
NOW,Technology,816.32,-2.33,22.85,28.03,Oversold,3.5,875.6775,Bearish,★★☆☆☆ ↑,-8.03,0.0,-6.78,No,Not expected,Not imminent,1.7,Decreasing,0.0,-8.03,-21.4471,-15.5675,-5.8796,5.26,8.11,942.4976,Balanced metrics,803.21,Low,,1540.5,,-
LZ,Industrials,9.51,-2.21,22.82,39.26,Neutral,5.27,10.0666,Bearish,★★☆☆☆ →,-4.18,0.0,-5.58,No,Not expected,Not imminent,1.9,Increasing,0.01,-4.18,-0.1252,-0.0445,-0.0807,4.18,7.88,9.3288,Above VWAP,9.43,High,,1289.0,,-
FTAI,Industrials,152.68,-0.08,22.8,40.19,Neutral,6.88,162.5967,Bearish,★★☆☆☆ →,-1.5,0.0,-6.1,No,Not expected,Not imminent,2.4,Increasing,0.05,-1.5,-4.797,-3.6451,-1.1519,11.6,10.83,124.5837,Above VWAP,152.22,High,,1014.0,,-
ADP,Technology,249.25,-0.66,22.79,20.16,Oversold,1.83,261.199,Bearish,★★☆☆☆ ↑,-3.85,0.0,-4.57,No,Not expected,Not imminent,1.8,Decreasing,0.01,-3.85,-5.8004,-6.2424,0.442,5.71,9.69,294.5812,Bullish MACD,247.33,Low,,1270.5,,-
LTBR,Industrials,16.63,-2.29,22.78,37.45,Neutral,14.27,20.6457,Bearish,★★☆☆☆ →,-26.51,0.0,-19.45,No,Not expected,Not imminent,1.8,Decreasing,0.05,-26.51,-1.7156,-1.0954,-0.6201,6.13,10.98,13.6272,Above VWAP,15.75,High,,1856.0,,-
KSS,Consumer Cyclical,15.91,-0.5,22.75,44.65,Neutral,6.01,16.6656,Bearish,★★☆☆☆ →,-1.24,0.0,-4.53,No,Not expected,Not imminent,2.0,Increasing,0.14,-1.24,0.021,0.2384,-0.2174,22.05,40.0,11.6618,Above VWAP,15.87,High,,973.5,,-
VECO,Technology,27.71,-2.91,22.74,39.85,Neutral,4.84,29.2936,Bearish,★★☆☆☆ →,-4.58,0.0,-5.41,No,Not expected,Not imminent,1.9,Increasing,0.02,-4.58,-0.2161,0.0701,-0.2863,23.18,31.94,24.4316,Above VWAP,27.46,Low,,1313.5,,-
INTW,Unknown,38.86,-2.3,22.74,37.75,Neutral,9.63,45.9796,Bearish,★★☆☆☆ →,-15.45,0.0,-15.48,No,Not expected,Not imminent,1.8,Decreasing,0.05,-15.45,-2.3497,-0.6561,-1.6936,7.01,8.04,31.1429,Above VWAP,37.66,High,,1735.0,,-
OKLO,Utilities,97.17,1.89,22.73,38.36,Neutral,11.93,115.01,Bearish,★★☆☆☆ →,-13.42,0.0,-15.52,No,Not expected,Not imminent,2.1,Decreasing,0.03,-13.42,-9.3097,-7.5205,-1.7892,6.72,9.0,64.0342,Above VWAP,94.56,High,,1695.0,,-
QLD,Unknown,134.23,-2.02,22.73,39.34,Neutral,3.89,141.7915,Bearish,★★☆☆☆ →,-7.2,0.0,-5.33,No,Not expected,Not imminent,2.3,Increasing,0.05,-7.2,-1.836,-0.0834,-1.7526,18.65,25.38,109.8545,Above VWAP,132.3,Low,,1490.0,,-
LC,Financial Services,16.25,0.4,22.73,42.85,Neutral,5.57,17.363,Bearish,★★☆☆☆ →,-8.47,0.0,-6.38,No,Not expected,Not imminent,2.2,Decreasing,0.07,-8.47,-0.1582,0.204,-0.3623,8.65,20.34,14.3279,Above VWAP,15.98,High,,1563.0,,-
CCJ,Energy,82.25,-0.94,22.72,37.85,Neutral,5.47,90.1514,Bearish,★★☆☆☆ →,-15.16,0.0,-8.76,No,Not expected,Not imminent,2.0,Decreasing,0.05,-15.16,-2.5615,-0.4322,-2.1293,5.65,9.39,65.3904,Above VWAP,79.76,High,,1731.0,,-
UAL,Industrials,90.94,1.1,22.7,41.9,Neutral,4.95,95.6021,Bearish,★★☆☆☆ →,0.19,0.0,-4.88,No,Not expected,Not imminent,1.9,Increasing,0.0,0.19,-1.2483,-0.7212,-0.5271,23.68,42.24,87.6054,Above VWAP,90.97,Low,,695.5,,-
CLF,Basic Materials,11.01,0.36,22.7,44.39,Neutral,6.74,11.4651,Bearish,★★☆☆☆ →,3.09,0.0,-3.97,No,Not expected,Not imminent,2.2,Decreasing,0.03,3.09,-0.4534,-0.554,0.1005,26.14,20.28,9.9362,Bullish MACD; Above VWAP,11.08,High,,427.0,,-
DKNG,Consumer Cyclical,28.92,0.35,22.67,35.48,Neutral,4.92,30.8721,Bearish,★★☆☆☆ →,1.08,0.0,-6.32,No,Not expected,Not imminent,2.2,Increasing,0.0,1.08,-0.8764,-1.0578,0.1814,47.71,49.84,38.4257,Bullish MACD,28.98,Low,,598.0,,-
HOG,Consumer Cyclical,23.65,-1.0,22.63,28.04,Oversold,4.06,25.5909,Bearish,★★☆☆☆ ↑,-6.74,0.0,-7.58,No,Not expected,Not imminent,1.8,Decreasing,0.0,-6.74,-0.7368,-0.5568,-0.18,5.96,10.51,25.9484,Balanced metrics,23.33,Low,,1465.0,,-
UUUU,Energy,14.84,-0.8,22.58,39.01,Neutral,11.47,17.0536,Bearish,★★☆☆☆ →,-12.76,0.0,-12.98,No,Not expected,Not imminent,2.1,Decreasing,0.03,-12.76,-1.1427,-0.9709,-0.1718,12.39,15.12,11.4704,Above VWAP,14.46,High,,1678.0,,-
PTRN,Technology,15.97,1.72,22.56,41.5,Neutral,8.78,16.7403,Bearish,★★☆☆☆ →,-5.0,0.0,-4.6,No,Not expected,Not imminent,1.6,Increasing,0.12,-5.0,0.0975,0.4873,-0.3898,18.84,31.58,14.9015,Above VWAP,15.81,High,,1344.5,,-
RDDT,Communication Services,185.13,-1.29,22.51,41.93,Neutral,8.47,198.424,Bearish,★★☆☆☆ →,-1.4,0.0,-6.7,No,Not expected,Not imminent,2.2,Increasing,0.02,-1.4,-4.3032,-3.2476,-1.0556,26.31,30.92,160.7368,Above VWAP,184.62,High,,1000.0,,-
DYN,Healthcare,20.91,3.31,22.5,58.96,Neutral,8.53,19.3723,Bullish,★★☆☆☆ →,-2.83,0.0,7.94,No,Not expected,Not imminent,2.1,Decreasing,0.0,-2.83,0.2494,0.4568,-0.2073,39.6,30.59,13.6605,Strong trend; Above VWAP,20.79,High,,1177.0,,-
NVTS,Technology,7.8,0.97,22.49,39.24,Neutral,14.89,9.7703,Bearish,★★☆☆☆ →,-25.38,0.0,-20.11,No,Not expected,Not imminent,2.0,Decreasing,0.03,-25.38,-1.0536,-0.7488,-0.3049,10.44,11.43,7.7425,Above VWAP,7.41,High,,1850.0,,-
CNM,Industrials,45.17,0.5,22.49,23.81,Oversold,3.39,49.8306,Bearish,★★☆☆☆ ↑,-11.87,0.0,-9.34,No,Not expected,Not imminent,1.9,Decreasing,0.01,-11.87,-1.7337,-0.9873,-0.7464,7.44,4.96,53.4294,Balanced metrics,44.1,Low,,1660.0,,-
SPXL,Unknown,200.99,-2.94,22.49,37.32,Neutral,4.12,215.3009,Bearish,★★☆☆☆ →,-7.62,0.0,-6.65,No,Not expected,Not imminent,2.3,Increasing,0.05,-7.62,-2.8418,-0.0104,-2.8315,18.39,30.57,162.9698,Above VWAP,197.93,Low,,1522.5,,-
FAST,Industrials,39.76,0.16,22.46,29.27,Oversold,1.89,41.4235,Bearish,★★☆☆☆ ↑,-3.72,0.0,-4.01,No,Not expected,Not imminent,2.0,Decreasing,0.01,-3.72,-0.6943,-0.6992,0.0049,6.96,8.35,41.0937,Bullish MACD,39.47,Low,,1252.0,,-
TMQ,Basic Materials,3.96,-0.38,22.41,45.99,Neutral,9.15,4.2764,Bearish,★★☆☆☆ →,-0.88,0.0,-7.28,No,Not expected,Not imminent,1.6,Decreasing,0.03,-0.88,-0.2686,-0.2727,0.0042,26.66,17.77,6.1197,Bullish MACD,3.96,High,,924.5,,-
AMBA,Technology,83.14,-1.09,22.39,44.98,Neutral,5.83,86.9599,Bearish,★★☆☆☆ →,1.43,0.0,-4.39,No,Not expected,Not imminent,2.1,Increasing,0.14,1.43,0.1553,1.2815,-1.1262,24.32,40.65,67.6675,Above VWAP,83.38,High,,562.5,,-
CARR,Industrials,52.38,-1.42,22.39,29.56,Oversold,3.14,56.3328,Bearish,★★☆☆☆ ↑,-8.99,0.0,-7.03,No,Not expected,Not imminent,2.0,Decreasing,0.01,-8.99,-1.2919,-0.7068,-0.5851,2.55,3.47,65.7397,Balanced metrics,51.43,Low,,1585.0,,-
NCLH,Consumer Cyclical,17.79,1.51,22.34,25.35,Oversold,5.02,19.9923,Bearish,★★☆☆☆ ↑,-5.3,0.0,-10.99,No,Not expected,Not imminent,1.9,Decreasing,0.0,-5.3,-1.1489,-1.0955,-0.0533,4.07,6.04,21.9806,Balanced metrics,17.61,High,,1369.5,,-
UPRO,Unknown,105.36,-3.26,22.29,36.82,Neutral,4.14,113.2341,Bearish,★★☆☆☆ →,-7.95,0.0,-6.95,No,Not expected,Not imminent,2.2,Increasing,0.05,-7.95,-1.5464,-0.0223,-1.5241,17.61,30.16,88.0003,Above VWAP,103.68,Low,,1534.5,,-
CENX,Basic Materials,28.05,0.04,22.28,45.32,Neutral,8.01,29.4659,Bearish,★★☆☆☆ →,-1.58,0.0,-4.81,No,Not expected,Not imminent,1.9,Increasing,0.03,-1.58,-0.4769,-0.2008,-0.276,18.45,23.64,21.9716,Above VWAP,27.96,High,,1025.0,,-
HBM,Basic Materials,15.14,-1.24,22.25,44.34,Neutral,5.04,15.8597,Bearish,★★☆☆☆ →,1.95,0.0,-4.54,No,Not expected,Not imminent,2.0,Increasing,0.03,1.95,-0.1021,0.0431,-0.1452,22.9,36.9,10.3032,Above VWAP,15.2,High,,517.5,,-
SHC,Healthcare,15.05,-1.41,22.23,34.69,Neutral,4.26,15.955,Bearish,★★☆☆☆ →,-8.43,0.0,-5.7,No,Not expected,Not imminent,1.6,Increasing,0.04,-8.43,-0.2606,-0.1214,-0.1392,5.67,15.49,13.7718,Above VWAP,14.79,Low,,1557.5,,-
LPX,Industrials,74.09,-0.68,22.21,24.82,Oversold,3.47,80.8691,Bearish,★★☆☆☆ ↑,-12.85,0.0,-8.38,No,Not expected,Not imminent,1.8,Decreasing,0.0,-12.85,-3.4251,-3.0396,-0.3855,6.23,6.34,93.8463,Balanced metrics,72.19,Low,,1681.0,,-
CIFR,Financial Services,14.48,0.91,22.21,39.18,Neutral,17.94,17.7925,Bearish,★★☆☆☆ →,-35.67,0.0,-18.62,No,Not expected,Not imminent,1.9,Decreasing,0.07,-35.67,-1.2949,-0.2498,-1.0451,7.07,5.52,9.5399,Above VWAP,13.45,High,,1907.0,,-
FUTU,Financial Services,166.98,-0.94,22.21,41.79,Neutral,5.65,178.3559,Bearish,★★☆☆☆ →,-7.0,0.0,-6.38,No,Not expected,Not imminent,1.9,Decreasing,0.05,-7.0,-2.8305,0.7552,-3.5857,5.5,10.32,125.1685,Above VWAP,164.64,High,,1479.0,,-
NPKI,Energy,11.7,0.34,22.05,42.96,Neutral,5.63,12.2506,Bearish,★★☆☆☆ →,-6.55,0.0,-4.49,No,Not expected,Not imminent,1.9,Increasing,0.05,-6.55,-0.1522,0.0478,-0.2,25.42,23.36,8.5376,Above VWAP,11.55,High,,1457.5,,-
XPEV,Consumer Cyclical,22.74,1.38,21.9,47.01,Neutral,7.63,23.8289,Bearish,★★☆☆☆ →,0.22,0.0,-4.57,No,Not expected,Not imminent,1.8,Increasing,0.12,0.22,0.2891,0.6261,-0.337,29.63,49.22,19.4776,Above VWAP,22.75,High,,693.0,,-
SNPS,Technology,381.53,-2.23,21.88,28.67,Oversold,3.85,415.9962,Bearish,★★☆☆☆ ↑,-8.36,0.0,-8.28,No,Not expected,Not imminent,2.1,Decreasing,0.01,-8.36,-15.9914,-14.9751,-1.0163,5.7,6.84,486.1781,Balanced metrics,375.15,Low,,1551.0,,-
FND,Consumer Cyclical,57.98,2.1,21.88,33.08,Neutral,5.61,63.1277,Bearish,★★☆☆☆ →,-5.98,0.0,-8.15,No,Not expected,Not imminent,1.7,Increasing,0.0,-5.98,-2.5043,-2.5662,0.0619,11.67,15.1,81.8115,Bullish MACD,57.29,High,,1423.5,,-
SATS,Communication Services,67.64,1.06,21.85,38.79,Neutral,4.24,71.2432,Bearish,★★☆☆☆ →,-7.95,0.0,-5.06,No,Not expected,Not imminent,2.2,Increasing,0.01,-7.95,-1.6182,-0.9378,-0.6804,8.71,11.74,42.1924,Above VWAP,66.56,Low,,1534.5,,-
ESI,Basic Materials,24.26,-2.73,21.83,33.35,Neutral,3.88,26.2894,Bearish,★★☆☆☆ →,-10.25,0.0,-7.72,No,Not expected,Not imminent,1.9,Increasing,0.0,-10.25,-0.3235,0.1077,-0.4311,7.18,24.97,23.9745,Above VWAP,23.76,Low,,1627.0,,-
BA,Industrials,189.8,-1.05,21.82,27.07,Oversold,2.57,200.6841,Bearish,★★☆☆☆ ↑,-4.17,0.0,-5.42,No,Not expected,Not imminent,2.2,Increasing,0.01,-4.17,-4.9704,-4.7662,-0.2043,7.53,8.36,191.0891,Balanced metrics,188.22,Low,,1287.0,,-
V,Financial Services,318.11,-2.35,21.8,27.81,Oversold,2.01,335.7971,Bearish,★★☆☆☆ ↑,-6.34,0.0,-5.27,No,Not expected,Not imminent,2.0,Increasing,0.01,-6.34,-4.642,-2.5568,-2.0852,2.75,10.71,338.2825,Balanced metrics,314.08,Low,,1445.0,,-
ZTS,Healthcare,117.52,-1.08,21.79,19.24,Oversold,3.43,128.205,Bearish,★★☆☆☆ ↑,-5.58,0.0,-8.33,No,Not expected,Not imminent,1.9,Increasing,0.0,-5.58,-5.5118,-5.2661,-0.2458,6.32,9.72,154.0028,Balanced metrics,116.21,Low,,1392.5,,-
ETN,Industrials,340.54,-0.64,21.79,32.72,Neutral,4.07,366.4199,Bearish,★★☆☆☆ →,-9.84,0.0,-7.06,No,Not expected,Not imminent,1.8,Increasing,0.01,-9.84,-8.5703,-3.4925,-5.0777,8.66,11.64,328.1666,Above VWAP,333.84,Low,,1613.0,,-
QS,Consumer Cyclical,13.11,1.27,21.77,41.79,Neutral,12.24,14.9193,Bearish,★★☆☆☆ →,-15.06,0.0,-12.09,No,Not expected,Not imminent,1.9,Decreasing,0.05,-15.06,-0.6816,-0.1855,-0.4961,9.19,6.77,9.9141,Above VWAP,12.72,High,,1729.0,,-
ANGI,Communication Services,10.65,0.19,21.76,18.31,Oversold,4.84,12.1441,Bearish,★★☆☆☆ ↑,-17.25,0.0,-12.3,No,Not expected,Not imminent,1.8,Decreasing,0.0,-17.25,-0.7622,-0.7303,-0.0319,2.68,4.03,15.0314,Balanced metrics,10.28,Low,,1758.0,,-
LOW,Consumer Cyclical,221.33,-1.63,21.75,25.63,Oversold,2.14,234.0796,Bearish,★★☆☆☆ ↑,-6.91,0.0,-5.45,No,Not expected,Not imminent,2.0,Increasing,0.01,-6.91,-4.0968,-2.8772,-1.2196,5.0,9.12,237.9485,Balanced metrics,218.27,Low,,1474.0,,-
AQMS,Industrials,7.37,7.43,21.71,48.59,Neutral,17.08,7.6794,Bearish,★★☆☆☆ →,4.24,0.0,-4.03,No,Not expected,Not imminent,1.5,Decreasing,0.03,4.24,-0.4964,-0.571,0.0747,12.21,9.7,12.9294,Bullish MACD,7.43,High,,332.0,,-
BUR,Financial Services,8.26,-0.64,21.65,21.01,Oversold,4.43,9.4474,Bearish,★★☆☆☆ ↑,-12.81,0.0,-12.61,No,Not expected,Not imminent,1.9,Decreasing,0.0,-12.81,-0.552,-0.5175,-0.0344,3.34,3.5,12.5395,Balanced metrics,8.04,Low,,1680.0,,-
FLEX,Technology,58.22,-0.9,21.63,41.64,Neutral,4.81,61.4227,Bearish,★★☆☆☆ →,-5.81,0.0,-5.21,No,Not expected,Not imminent,2.3,Increasing,0.05,-5.81,-0.9484,-0.1174,-0.831,16.7,20.18,45.3121,Above VWAP,57.54,Low,,1408.0,,-
TREX,Industrials,30.83,-1.52,21.56,18.33,Oversold,7.68,38.6432,Bearish,★★☆☆☆ ↑,-34.45,0.0,-20.21,No,Not expected,Not imminent,1.9,Decreasing,0.0,-34.45,-4.2874,-4.131,-0.1563,2.15,3.81,56.505,Balanced metrics,28.71,High,,1899.0,,-
HUT,Financial Services,38.16,1.22,21.55,42.48,Neutral,13.36,43.0584,Bearish,★★☆☆☆ →,-20.68,0.0,-11.38,No,Not expected,Not imminent,2.1,Decreasing,0.06,-20.68,-2.4536,-1.099,-1.3546,18.96,13.69,25.5018,Above VWAP,36.58,High,,1808.0,,-
IREN,Financial Services,49.12,3.61,21.53,42.22,Neutral,14.5,56.477,Bearish,★★☆☆☆ →,-26.28,0.0,-13.03,No,Not expected,Not imminent,2.3,Decreasing,0.07,-26.28,-3.4229,-0.9822,-2.4407,9.54,6.92,27.837,Above VWAP,46.54,High,,1853.0,,-
GPN,Industrials,72.22,-0.5,21.53,29.53,Oversold,3.37,78.0956,Bearish,★★☆☆☆ ↑,-9.68,0.0,-7.52,No,Not expected,Not imminent,1.5,Decreasing,0.0,-9.68,-2.5275,-2.1823,-0.3451,4.24,6.33,87.4978,Balanced metrics,70.82,Low,,1610.0,,-
JOBY,Industrials,13.8,-0.68,21.48,39.9,Neutral,8.58,15.3843,Bearish,★★☆☆☆ →,-6.54,0.0,-10.33,No,Not expected,Not imminent,1.9,Increasing,0.01,-6.54,-0.5392,-0.3379,-0.2014,18.75,30.19,12.6707,Above VWAP,13.61,High,,1456.0,,-
HPE,Technology,21.14,-0.42,21.47,31.21,Neutral,4.33,23.1759,Bearish,★★☆☆☆ →,-10.27,0.0,-8.78,No,Not expected,Not imminent,2.2,Increasing,0.02,-10.27,-0.6065,-0.3047,-0.3018,13.5,16.39,20.3765,Above VWAP,20.71,Low,,1628.0,,-
NVDA,Technology,182.07,-2.43,21.46,42.81,Neutral,4.54,190.5534,Bearish,★★☆☆☆ →,-8.36,0.0,-4.45,No,Not expected,Not imminent,1.9,Increasing,0.05,-8.36,-1.6372,0.5417,-2.1789,22.23,27.78,142.7681,Above VWAP,179.03,Low,,1551.0,,-
WWW,Consumer Cyclical,14.84,0.75,21.38,18.76,Oversold,9.88,18.9973,Bearish,★★☆☆☆ ↑,-32.79,0.0,-21.88,No,Not expected,Not imminent,2.0,Decreasing,0.01,-32.79,-2.3214,-2.2674,-0.054,13.7,15.23,20.51,Balanced metrics,13.87,High,,1891.0,,-
