Symbol,Sector,Price,% Change,Score,RSI,RSI Zone,ATR%,EMA20,Trend,Sentiment Bar,Momentum,News Sentiment,Distance to EMA%,Exhaustion,Pullback Window,Breakout Window,Exp Ride Length,Vol Shape,Freshness Index,Rel Momentum,Why This Stock,Future Pred (5d),Risk Indicator,notes,Leadership Rank,Tier,Rank Change
SOXL,Unknown,36.84,-5.2,23.49,42.43,Neutral,11.69,41.9174,Bearish,★★☆☆☆ →,-24.17,0.0,-12.11,No,Not expected,Not imminent,2.0,Increasing,0.05,-24.17,Balanced metrics,35.06,High,,1794.0,,-
MIR,Industrials,24.39,-2.09,23.46,43.73,Neutral,7.15,26.0699,Bearish,★★☆☆☆ →,-17.07,0.0,-6.44,No,Not expected,Not imminent,2.0,Increasing,0.05,-17.07,Balanced metrics,23.56,High,,1702.5,,-
IBIT,Unknown,52.1,-2.57,23.41,31.29,Neutral,4.8,58.9637,Bearish,★★☆☆☆ →,-13.93,0.0,-11.64,No,Not expected,Not imminent,2.0,Decreasing,0.02,-13.93,Balanced metrics,50.65,Low,,1630.0,,-
DPST,Unknown,75.59,-11.37,23.4,35.0,Neutral,6.93,85.1405,Bearish,★★☆☆☆ →,-8.04,0.0,-11.22,No,Not expected,Not imminent,1.7,Decreasing,0.0,-8.04,Balanced metrics,74.37,High,,1452.0,,-
ANET,Technology,127.26,-3.13,23.39,32.28,Neutral,5.28,140.9433,Bearish,★★☆☆☆ →,-19.25,0.0,-9.71,No,Not expected,Not imminent,2.4,Increasing,0.05,-19.25,Balanced metrics,122.36,High,,1735.0,,-
VRT,Industrials,166.65,-2.53,23.35,44.08,Neutral,6.8,177.2215,Bearish,★★☆☆☆ →,-12.93,0.0,-5.97,No,Not expected,Not imminent,2.0,Increasing,0.05,-12.93,Balanced metrics,162.34,High,,1600.0,,-
EOSE,Industrials,13.0,-5.8,23.33,42.66,Neutral,15.36,15.3702,Bearish,★★☆☆☆ →,-16.77,0.0,-15.42,No,Not expected,Not imminent,2.1,Increasing,0.12,-16.77,Balanced metrics,12.56,High,,1695.0,,-
AMKR,Technology,30.89,-2.49,23.24,44.12,Neutral,6.58,32.9417,Bearish,★★☆☆☆ →,-18.37,0.0,-6.23,No,Not expected,Not imminent,2.0,Increasing,0.07,-18.37,Balanced metrics,29.76,High,,1724.0,,-
CRDO,Technology,145.58,0.04,23.12,44.73,Neutral,10.29,156.6699,Bearish,★★☆☆☆ →,-19.41,0.0,-7.08,No,Not expected,Not imminent,2.3,Increasing,0.06,-19.41,Balanced metrics,139.93,High,,1737.0,,-
NVDX,Unknown,18.33,-3.88,23.11,44.87,Neutral,9.72,19.579,Bearish,★★☆☆☆ →,-19.99,0.0,-6.38,No,Not expected,Not imminent,1.9,Increasing,0.05,-19.99,Balanced metrics,17.6,High,,1741.0,,-
LAC,Basic Materials,4.77,6.95,23.08,41.75,Neutral,8.25,5.3222,Bearish,★★☆☆☆ →,-6.29,0.0,-10.38,No,Not expected,Not imminent,1.9,Decreasing,0.03,-6.29,Balanced metrics,4.71,High,,1363.0,,-
NVDL,Unknown,90.34,-3.83,23.06,45.04,Neutral,9.68,96.3344,Bearish,★★☆☆☆ →,-19.86,0.0,-6.22,No,Not expected,Not imminent,1.9,Increasing,0.05,-19.86,Balanced metrics,86.75,High,,1739.5,,-
BRCB,Consumer Cyclical,21.14,-6.83,23.01,35.25,Neutral,8.01,23.7145,Bearish,★★☆☆☆ →,-12.9,0.0,-10.86,No,Not expected,Not imminent,1.5,Increasing,0.02,-12.9,Balanced metrics,20.59,High,,1599.0,,-
UAL,Industrials,89.95,-5.35,22.97,40.2,Neutral,5.06,96.0928,Bearish,★★☆☆☆ →,-6.41,0.0,-6.39,No,Not expected,Not imminent,1.9,Increasing,0.0,-6.41,Balanced metrics,88.8,High,,1369.0,,-
META,Communication Services,602.01,-1.22,22.94,25.53,Oversold,4.04,652.1516,Bearish,★★☆☆☆ ↑,-5.6,0.0,-7.69,No,Not expected,Not imminent,2.2,Increasing,0.01,-5.6,Balanced metrics,595.27,Low,,1323.5,,-
TSLA,Consumer Cyclical,408.92,1.13,22.93,42.64,Neutral,5.55,432.8454,Bearish,★★☆☆☆ →,-12.69,0.0,-5.53,No,Not expected,Not imminent,1.9,Increasing,0.0,-12.69,Balanced metrics,398.54,High,,1595.0,,-
CMG,Consumer Cyclical,30.53,-3.29,22.89,27.17,Oversold,5.08,33.7827,Bearish,★★☆☆☆ ↑,-3.11,0.0,-9.63,No,Not expected,Not imminent,1.7,Increasing,0.0,-3.11,Balanced metrics,30.34,High,,1111.5,,-
NXT,Technology,89.4,-4.64,22.79,45.42,Neutral,8.6,96.0983,Bearish,★★☆☆☆ →,-11.92,0.0,-6.97,No,Not expected,Not imminent,1.9,Increasing,0.08,-11.92,Balanced metrics,87.27,High,,1584.0,,-
NEGG,Consumer Cyclical,67.12,-6.89,22.78,46.63,Neutral,16.36,74.6062,Bearish,★★☆☆☆ →,-20.52,0.0,-10.03,No,Not expected,Not imminent,1.8,Increasing,0.01,-20.52,Balanced metrics,64.37,High,,1751.0,,-
BE,Industrials,107.11,-4.27,22.68,45.99,Neutral,15.26,118.4395,Bearish,★★☆☆☆ →,-24.77,0.0,-9.57,No,Not expected,Not imminent,2.3,Increasing,0.07,-24.77,Balanced metrics,101.8,High,,1803.0,,-
FBTC,Unknown,80.02,-2.59,22.61,31.34,Neutral,4.79,90.5686,Bearish,★★☆☆☆ →,-13.86,0.0,-11.65,No,Not expected,Not imminent,2.0,Decreasing,0.02,-13.86,Balanced metrics,77.8,Low,,1627.0,,-
SOFI,Financial Services,27.04,-2.8,22.44,44.66,Neutral,8.21,28.9603,Bearish,★★☆☆☆ →,-11.72,0.0,-6.63,No,Not expected,Not imminent,2.3,Increasing,0.17,-11.72,Balanced metrics,26.41,High,,1581.0,,-
FLNC,Utilities,17.23,-3.8,22.44,47.9,Neutral,14.25,18.5223,Bearish,★★☆☆☆ →,-17.2,0.0,-6.98,No,Not expected,Not imminent,1.9,Increasing,0.0,-17.2,Balanced metrics,16.64,High,,1706.0,,-
HODL,Unknown,25.97,-2.59,22.38,31.33,Neutral,4.73,29.3809,Bearish,★★☆☆☆ →,-13.84,0.0,-11.61,No,Not expected,Not imminent,2.1,Decreasing,0.02,-13.84,Balanced metrics,25.25,Low,,1625.0,,-
NET,Technology,202.25,-3.96,22.36,38.06,Neutral,6.1,223.0397,Bearish,★★☆☆☆ →,-18.48,0.0,-9.32,No,Not expected,Not imminent,2.5,Increasing,0.06,-18.48,Balanced metrics,194.77,High,,1729.0,,-
MAN,Industrials,28.01,-2.2,22.35,28.21,Oversold,4.05,30.6153,Bearish,★★☆☆☆ ↑,-6.91,0.0,-8.51,No,Not expected,Not imminent,1.4,Decreasing,0.0,-6.91,Balanced metrics,27.62,Low,,1390.0,,-
ARKB,Unknown,30.49,-2.62,22.31,31.35,Neutral,4.76,34.511,Bearish,★★☆☆☆ →,-13.85,0.0,-11.65,No,Not expected,Not imminent,2.0,Decreasing,0.02,-13.85,Balanced metrics,29.65,Low,,1626.0,,-
GBTC,Unknown,71.84,-2.63,22.28,31.31,Neutral,4.78,81.3716,Bearish,★★☆☆☆ →,-13.96,0.0,-11.71,No,Not expected,Not imminent,2.0,Decreasing,0.02,-13.96,Balanced metrics,69.83,Low,,1633.0,,-
BITB,Unknown,49.92,-2.58,22.26,31.39,Neutral,4.78,56.4834,Bearish,★★☆☆☆ →,-13.9,0.0,-11.62,No,Not expected,Not imminent,2.0,Decreasing,0.02,-13.9,Balanced metrics,48.53,Low,,1629.0,,-
FLO,Consumer Defensive,11.07,-2.81,22.24,28.58,Oversold,3.3,11.896,Bearish,★★☆☆☆ ↑,-6.82,0.0,-6.94,No,Not expected,Not imminent,1.7,Increasing,0.0,-6.82,Balanced metrics,10.92,Low,,1385.0,,-
NP,Financial Services,23.81,-3.72,22.2,60.01,Neutral,6.5,25.4608,Bearish,★★☆☆☆ →,-5.74,0.0,-6.48,No,Not expected,Not imminent,1.2,Increasing,0.02,-5.74,Balanced metrics,23.54,High,,1334.0,,-
WIX,Technology,124.22,-0.85,22.13,33.19,Neutral,4.64,134.9885,Bearish,★★☆☆☆ →,-13.24,0.0,-7.98,No,Not expected,Not imminent,1.7,Decreasing,0.0,-13.24,Balanced metrics,120.93,Low,,1611.5,,-
VITL,Consumer Defensive,30.74,-4.47,22.09,29.8,Oversold,6.79,34.88,Bearish,★★☆☆☆ ↑,-4.47,0.0,-11.87,No,Not expected,Not imminent,2.2,Decreasing,0.01,-4.47,Balanced metrics,30.47,High,,1236.0,,-
DASH,Consumer Cyclical,210.65,1.78,22.01,36.16,Neutral,5.53,226.7111,Bearish,★★☆☆☆ →,-12.97,0.0,-7.08,No,Not expected,Not imminent,1.9,Increasing,0.02,-12.97,Balanced metrics,205.19,High,,1601.0,,-
BITX,Unknown,33.31,-5.32,21.99,31.11,Neutral,11.31,43.6262,Bearish,★★☆☆☆ →,-27.14,0.0,-23.65,No,Not expected,Not imminent,1.9,Decreasing,0.01,-27.14,Balanced metrics,31.5,High,,1819.0,,-
BITU,Unknown,32.35,-5.22,21.87,31.25,Neutral,10.95,42.3054,Bearish,★★☆☆☆ →,-27.01,0.0,-23.53,No,Not expected,Not imminent,2.0,Decreasing,0.02,-27.01,Balanced metrics,30.6,High,,1818.0,,-
MMYT,Consumer Cyclical,74.0,-2.9,21.85,27.63,Oversold,4.18,80.638,Bearish,★★☆☆☆ ↑,-6.84,0.0,-8.23,No,Not expected,Not imminent,1.8,Decreasing,0.0,-6.84,Balanced metrics,72.99,Low,,1387.0,,-
HOND,Financial Services,18.04,0.87,21.85,48.73,Neutral,21.95,19.2022,Bearish,★★☆☆☆ →,-27.78,0.0,-6.05,No,Not expected,Not imminent,1.8,Increasing,0.07,-27.78,Balanced metrics,17.04,High,,1821.0,,-
HOOD,Financial Services,115.97,-5.33,21.82,37.65,Neutral,8.29,132.0456,Bearish,★★☆☆☆ →,-21.15,0.0,-12.17,No,Not expected,Not imminent,2.2,Increasing,0.03,-21.15,Balanced metrics,111.06,High,,1763.0,,-
PBI,Industrials,9.02,-1.64,21.65,25.45,Oversold,4.49,9.8896,Bearish,★★☆☆☆ ↑,-7.36,0.0,-8.79,No,Not expected,Not imminent,1.8,Decreasing,0.01,-7.36,Balanced metrics,8.89,Low,,1415.5,,-
HD,Consumer Cyclical,358.03,-1.19,21.61,27.07,Oversold,2.08,375.1301,Bearish,★★☆☆☆ ↑,-5.37,0.0,-4.56,No,Not expected,Not imminent,1.8,Increasing,0.0,-5.37,Balanced metrics,354.18,Low,,1308.0,,-
ETHT,Unknown,41.88,-8.7,21.61,33.34,Neutral,19.57,61.589,Bearish,★★☆☆☆ →,-32.95,0.0,-32.0,No,Not expected,Not imminent,1.8,Decreasing,0.0,-32.95,Balanced metrics,39.12,High,,1859.0,,-
WB,Communication Services,9.95,-1.09,21.6,27.78,Oversold,2.93,10.7661,Bearish,★★☆☆☆ ↑,-7.96,0.0,-7.58,No,Not expected,Not imminent,1.7,Increasing,0.02,-7.96,Balanced metrics,9.79,Low,,1448.0,,-
MOH,Healthcare,136.79,-0.55,21.58,28.07,Oversold,4.41,153.654,Bearish,★★☆☆☆ ↑,-6.96,0.0,-10.98,No,Not expected,Not imminent,1.8,Decreasing,0.0,-6.96,Balanced metrics,134.89,Low,,1391.0,,-
FMC,Basic Materials,12.95,-6.83,21.32,16.03,Oversold,13.06,18.395,Bearish,★★☆☆☆ ↑,-8.74,0.0,-29.6,No,Not expected,Not imminent,1.8,Decreasing,0.0,-8.74,Balanced metrics,12.72,High,,1491.0,,-
ALH,Consumer Cyclical,24.18,-7.07,21.23,38.41,Neutral,4.26,25.9815,Bearish,★★☆☆☆ →,-9.91,0.0,-6.93,No,Not expected,Not imminent,1.9,Decreasing,0.05,-9.91,Balanced metrics,23.7,Low,,1531.0,,-
TSLT,Unknown,22.92,2.23,21.12,41.34,Neutral,12.0,26.1995,Bearish,★★☆☆☆ →,-25.32,0.0,-12.52,No,Not expected,Not imminent,1.9,Increasing,0.0,-25.32,Balanced metrics,21.76,High,,1810.0,,-
BMNU,Unknown,7.84,-20.65,21.12,33.84,Neutral,33.75,16.3567,Bearish,★★☆☆☆ →,-51.96,0.0,-52.07,No,Not expected,Not imminent,1.8,Decreasing,0.02,-51.96,Balanced metrics,7.03,High,,1915.0,,-
WT,Financial Services,11.05,-1.6,21.08,28.41,Oversold,3.13,11.8856,Bearish,★★☆☆☆ ↑,-7.68,0.0,-7.03,No,Not expected,Not imminent,3.0,Decreasing,0.02,-7.68,Balanced metrics,10.88,Low,,1435.5,,-
BMNR,Financial Services,30.95,-10.03,21.07,31.09,Neutral,12.02,42.2182,Bearish,★★☆☆☆ →,-27.79,0.0,-26.69,No,Not expected,Not imminent,2.0,Increasing,0.01,-27.79,Balanced metrics,29.23,High,,1822.0,,-
FND,Consumer Cyclical,56.79,-5.38,20.96,29.25,Oversold,5.75,63.6696,Bearish,★★☆☆☆ ↑,-4.78,0.0,-10.81,No,Not expected,Not imminent,1.7,Increasing,0.0,-4.78,Balanced metrics,56.25,High,,1267.0,,-
SW,Consumer Cyclical,33.92,-1.08,20.92,24.31,Oversold,4.2,37.2153,Bearish,★★☆☆☆ ↑,-7.25,0.0,-8.85,No,Not expected,Not imminent,2.0,Increasing,0.0,-7.25,Balanced metrics,33.43,Low,,1406.0,,-
FLY,Industrials,19.48,-15.12,20.73,33.84,Neutral,10.61,23.1171,Bearish,★★☆☆☆ →,-18.08,0.0,-15.73,No,Not expected,Not imminent,1.0,Increasing,0.01,-18.08,Balanced metrics,18.78,High,,1717.0,,-
QUBX,Unknown,6.39,18.33,20.7,35.32,Neutral,27.67,10.6508,Bearish,★★☆☆☆ →,-47.96,0.0,-40.0,No,Not expected,Not imminent,1.7,Decreasing,0.02,-47.96,Balanced metrics,5.78,High,,1913.0,,-
MIDD,Industrials,114.38,-3.1,20.67,26.96,Oversold,4.45,124.1272,Bearish,★★☆☆☆ ↑,-6.56,0.0,-7.85,No,Not expected,Not imminent,1.9,Increasing,0.0,-6.56,Balanced metrics,112.88,Low,,1375.5,,-
HPE,Technology,21.23,-7.01,20.49,31.66,Neutral,4.31,23.3902,Bearish,★★☆☆☆ →,-13.35,0.0,-9.24,No,Not expected,Not imminent,2.2,Increasing,0.03,-13.35,Balanced metrics,20.66,Low,,1613.5,,-
TQQQ,Unknown,102.05,-2.57,20.36,42.02,Neutral,5.72,108.7336,Bearish,★★☆☆☆ →,-13.75,0.0,-6.15,No,Not expected,Not imminent,2.4,Increasing,0.05,-13.75,Balanced metrics,99.24,High,,1623.0,,-
QUBT,Technology,11.5,8.49,20.31,37.06,Neutral,11.19,13.786,Bearish,★★☆☆☆ →,-25.23,0.0,-16.58,No,Not expected,Not imminent,2.0,Decreasing,0.0,-25.23,Balanced metrics,10.92,High,,1807.0,,-
ARE,Real Estate,50.84,-2.77,20.31,22.69,Oversold,4.73,59.4383,Bearish,★★☆☆☆ ↑,-8.71,0.0,-14.47,No,Not expected,Not imminent,2.2,Decreasing,0.0,-8.71,Balanced metrics,49.95,Low,,1488.0,,-
TWST,Healthcare,26.46,-1.53,20.29,37.11,Neutral,8.97,30.3602,Bearish,★★☆☆☆ →,-16.19,0.0,-12.85,No,Not expected,Not imminent,2.1,Decreasing,0.0,-16.19,Balanced metrics,25.6,High,,1680.0,,-
VRNS,Technology,33.17,-1.54,20.18,23.93,Oversold,10.9,41.0585,Bearish,★★☆☆☆ ↑,-8.04,0.0,-19.21,No,Not expected,Not imminent,2.1,Decreasing,0.02,-8.04,Balanced metrics,32.64,High,,1452.0,,-
RELX,Industrials,40.38,-2.3,20.03,23.57,Oversold,2.16,43.3149,Bearish,★★☆☆☆ ↑,-8.58,0.0,-6.78,No,Not expected,Not imminent,2.2,Increasing,0.01,-8.58,Balanced metrics,39.69,Low,,1481.0,,-
VNT,Technology,34.7,-3.34,20.0,23.55,Oversold,4.04,38.3437,Bearish,★★☆☆☆ ↑,-8.32,0.0,-9.5,No,Not expected,Not imminent,2.0,Increasing,0.01,-8.32,Balanced metrics,34.12,Low,,1465.5,,-
GRMN,Technology,189.8,-2.23,19.84,15.87,Oversold,3.8,212.6851,Bearish,★★☆☆☆ ↑,-9.85,0.0,-10.76,No,Not expected,Not imminent,2.1,Increasing,0.02,-9.85,Balanced metrics,186.06,Low,,1529.0,,-
BAM,Financial Services,49.41,-4.17,19.8,27.71,Oversold,3.09,53.5601,Bearish,★★☆☆☆ ↑,-9.11,0.0,-7.75,No,Not expected,Not imminent,2.1,Increasing,0.01,-9.11,Balanced metrics,48.51,Low,,1506.0,,-
AMZU,Unknown,37.79,-1.67,19.63,46.61,Neutral,7.31,39.4836,Bearish,★★☆☆☆ →,-16.62,0.0,-4.29,No,Not expected,Not imminent,1.9,Increasing,0.0,-16.62,Balanced metrics,36.53,High,,1692.0,,-
ZTS,Healthcare,118.8,-1.67,19.56,20.33,Oversold,3.43,129.3297,Bearish,★★☆☆☆ ↑,-17.7,0.0,-8.14,No,Not expected,Not imminent,1.9,Increasing,0.0,-17.7,Balanced metrics,114.59,Low,,1713.0,,-
OBDC,Financial Services,11.86,-0.34,19.46,29.6,Oversold,2.53,12.4146,Bearish,★★☆☆☆ ↑,-9.12,0.0,-4.47,No,Not expected,Not imminent,2.2,Increasing,0.01,-9.12,Balanced metrics,11.64,Low,,1507.0,,-
BSY,Technology,41.84,-3.08,19.38,19.85,Oversold,3.57,47.2494,Bearish,★★☆☆☆ ↑,-16.8,0.0,-11.45,No,Not expected,Not imminent,2.1,Increasing,0.01,-16.8,Balanced metrics,40.43,Low,,1697.0,,-
OWL,Financial Services,13.77,-5.81,19.36,30.96,Neutral,5.3,15.3512,Bearish,★★☆☆☆ →,-13.53,0.0,-10.3,No,Not expected,Not imminent,1.7,Increasing,0.0,-13.53,Balanced metrics,13.4,High,,1619.0,,-
CPNG,Consumer Cyclical,27.81,-1.45,19.35,23.09,Oversold,3.22,29.9266,Bearish,★★☆☆☆ ↑,-13.04,0.0,-7.07,No,Not expected,Not imminent,1.9,Increasing,0.02,-13.04,Balanced metrics,27.08,Low,,1605.0,,-
ENTG,Technology,74.79,-4.46,19.16,31.77,Neutral,6.36,85.7853,Bearish,★★☆☆☆ →,-18.15,0.0,-12.82,No,Not expected,Not imminent,2.0,Increasing,0.0,-18.15,Balanced metrics,72.08,High,,1719.0,,-
CRSP,Healthcare,55.32,5.31,19.02,41.25,Neutral,7.13,58.5419,Bearish,★★☆☆☆ →,-10.73,0.0,-5.5,No,Not expected,Not imminent,2.1,Decreasing,0.02,-10.73,Balanced metrics,54.13,High,,1553.0,,-
RCL,Consumer Cyclical,246.71,-2.44,18.96,26.61,Oversold,3.98,273.5364,Bearish,★★☆☆☆ ↑,-11.19,0.0,-9.81,No,Not expected,Not imminent,2.6,Decreasing,0.01,-11.19,Balanced metrics,241.19,Low,,1562.0,,-
COIN,Financial Services,263.95,-7.06,18.85,32.91,Neutral,7.92,312.5154,Bearish,★★☆☆☆ →,-20.12,0.0,-15.54,No,Not expected,Not imminent,1.8,Increasing,0.01,-20.12,Balanced metrics,253.33,High,,1743.0,,-
DEI,Real Estate,11.5,-3.12,18.76,24.81,Oversold,3.36,12.5792,Bearish,★★☆☆☆ ↑,-11.27,0.0,-8.58,No,Not expected,Not imminent,1.7,Increasing,0.0,-11.27,Balanced metrics,11.24,Low,,1564.0,,-
SRAD,Technology,21.81,-2.33,18.62,25.52,Oversold,4.38,24.2146,Bearish,★★☆☆☆ ↑,-16.4,0.0,-9.93,No,Not expected,Not imminent,2.2,Decreasing,0.01,-16.4,Balanced metrics,21.09,Low,,1689.0,,-
ETHE,Unknown,24.64,-4.31,18.61,33.82,Neutral,8.12,29.0909,Bearish,★★☆☆☆ →,-16.25,0.0,-15.3,No,Not expected,Not imminent,1.7,Increasing,0.01,-16.25,Balanced metrics,23.84,High,,1683.5,,-
FETH,Unknown,29.95,-4.28,18.58,33.94,Neutral,8.12,35.3416,Bearish,★★☆☆☆ →,-16.25,0.0,-15.26,No,Not expected,Not imminent,1.7,Increasing,0.01,-16.25,Balanced metrics,28.98,High,,1683.5,,-
ETH,Unknown,28.29,-4.36,18.58,33.91,Neutral,8.11,33.3603,Bearish,★★☆☆☆ →,-16.15,0.0,-15.2,No,Not expected,Not imminent,1.7,Increasing,0.01,-16.15,Balanced metrics,27.38,High,,1678.0,,-
FMFC,Consumer Cyclical,0.63,-6.89,18.57,20.64,Oversold,78.14,2.9229,Bearish,★★☆☆☆ ↑,-42.51,0.0,-78.56,No,Not expected,Not imminent,1.9,Decreasing,0.02,-42.51,Balanced metrics,0.57,High,,1905.0,,-
ETHW,Unknown,21.52,-4.19,18.56,33.98,Neutral,8.08,25.3727,Bearish,★★☆☆☆ →,-16.2,0.0,-15.18,No,Not expected,Not imminent,1.7,Increasing,0.01,-16.2,Balanced metrics,20.82,High,,1681.0,,-
OTEX,Technology,32.84,-2.49,18.43,25.74,Oversold,3.38,36.1147,Bearish,★★☆☆☆ ↑,-13.96,0.0,-9.07,No,Not expected,Not imminent,2.0,Increasing,0.05,-13.96,Balanced metrics,31.92,Low,,1633.0,,-
HRB,Consumer Cyclical,43.78,-1.11,18.37,23.68,Oversold,3.53,48.392,Bearish,★★☆☆☆ ↑,-11.43,0.0,-9.53,No,Not expected,Not imminent,1.9,Increasing,0.0,-11.43,Balanced metrics,42.78,Low,,1572.0,,-
OC,Industrials,99.13,-2.65,18.33,15.97,Oversold,4.49,113.3497,Bearish,★★☆☆☆ ↑,-20.21,0.0,-12.54,No,Not expected,Not imminent,1.7,Increasing,0.0,-20.21,Balanced metrics,95.12,Low,,1744.0,,-
MWA,Industrials,22.91,-1.08,18.28,28.1,Oversold,3.22,24.4356,Bearish,★★☆☆☆ ↑,-10.63,0.0,-6.24,No,Not expected,Not imminent,1.7,Increasing,0.0,-10.63,Balanced metrics,22.42,Low,,1551.0,,-
PTC,Technology,174.21,-3.01,18.27,28.9,Oversold,3.11,186.9086,Bearish,★★☆☆☆ ↑,-11.28,0.0,-6.79,No,Not expected,Not imminent,1.9,Increasing,0.01,-11.28,Balanced metrics,170.28,Low,,1565.0,,-
LW,Consumer Defensive,56.25,-1.33,18.24,29.68,Oversold,3.03,60.6368,Bearish,★★☆☆☆ ↑,-10.37,0.0,-7.23,No,Not expected,Not imminent,2.0,Increasing,0.0,-10.37,Balanced metrics,55.08,Low,,1545.0,,-
JBGS,Real Estate,17.46,-2.78,18.23,26.94,Oversold,3.97,18.9475,Bearish,★★☆☆☆ ↑,-7.04,0.0,-7.85,No,Not expected,Not imminent,2.2,Decreasing,0.02,-7.04,Balanced metrics,17.21,Low,,1397.5,,-
EQH,Financial Services,42.92,-4.03,18.22,28.32,Oversold,3.22,46.4534,Bearish,★★☆☆☆ ↑,-12.03,0.0,-7.61,No,Not expected,Not imminent,2.0,Increasing,0.01,-12.03,Balanced metrics,41.89,Low,,1587.0,,-
ODD,Consumer Defensive,37.2,-3.95,18.13,22.9,Oversold,5.73,43.2689,Bearish,★★☆☆☆ ↑,-15.22,0.0,-14.03,No,Not expected,Not imminent,2.1,Decreasing,0.01,-15.22,Balanced metrics,36.07,High,,1659.0,,-
ALGM,Technology,23.6,-4.49,18.12,22.9,Oversold,6.81,27.3973,Bearish,★★☆☆☆ ↑,-18.45,0.0,-13.86,No,Not expected,Not imminent,2.3,Decreasing,0.01,-18.45,Balanced metrics,22.73,High,,1727.0,,-
LPX,Industrials,74.6,-1.07,18.1,25.54,Oversold,3.64,81.5827,Bearish,★★☆☆☆ ↑,-13.01,0.0,-8.56,No,Not expected,Not imminent,1.8,Increasing,0.0,-13.01,Balanced metrics,72.66,Low,,1602.0,,-
SWBI,Industrials,8.3,-2.01,18.07,26.61,Oversold,3.45,9.0839,Bearish,★★☆☆☆ ↑,-10.08,0.0,-8.63,No,Not expected,Not imminent,1.5,Increasing,0.0,-10.08,Balanced metrics,8.13,Low,,1534.5,,-
DFDV,Technology,6.74,-3.23,18.07,23.15,Oversold,14.57,9.9873,Bearish,★★☆☆☆ ↑,-29.5,0.0,-32.51,No,Not expected,Not imminent,2.0,Decreasing,0.01,-29.5,Balanced metrics,6.34,High,,1837.0,,-
SVV,Consumer Cyclical,7.7,-5.06,18.04,23.02,Oversold,9.53,9.672,Bearish,★★☆☆☆ ↑,-10.26,0.0,-20.39,No,Not expected,Not imminent,1.8,Decreasing,0.02,-10.26,Balanced metrics,7.54,High,,1540.5,,-
PRGO,Healthcare,13.56,-1.6,18.02,11.69,Oversold,6.32,17.0528,Bearish,★★☆☆☆ ↑,-33.95,0.0,-20.48,No,Not expected,Not imminent,1.6,Increasing,0.0,-33.95,Balanced metrics,12.64,High,,1865.0,,-
BLDR,Industrials,99.42,-3.89,18.02,25.15,Oversold,4.77,111.3694,Bearish,★★☆☆☆ ↑,-11.99,0.0,-10.73,No,Not expected,Not imminent,1.5,Decreasing,0.0,-11.99,Balanced metrics,97.04,Low,,1586.0,,-
VOYG,Industrials,18.1,-8.91,17.98,23.54,Oversold,10.62,25.8424,Bearish,★★☆☆☆ ↑,-36.85,0.0,-29.96,No,Not expected,Not imminent,1.2,Decreasing,0.01,-36.85,Balanced metrics,16.77,High,,1885.0,,-
RPD,Technology,13.46,-4.06,17.95,23.72,Oversold,5.97,15.8812,Bearish,★★☆☆☆ ↑,-27.94,0.0,-15.25,No,Not expected,Not imminent,1.3,Decreasing,0.0,-27.94,Balanced metrics,12.71,High,,1823.0,,-
TENB,Technology,26.06,-3.41,17.94,27.26,Oversold,3.52,28.1314,Bearish,★★☆☆☆ ↑,-10.2,0.0,-7.36,No,Not expected,Not imminent,1.8,Increasing,0.0,-10.2,Balanced metrics,25.53,Low,,1539.0,,-
DOX,Technology,75.05,-3.46,17.93,26.36,Oversold,2.73,81.4688,Bearish,★★☆☆☆ ↑,-10.79,0.0,-7.88,No,Not expected,Not imminent,1.9,Increasing,0.01,-10.79,Balanced metrics,73.43,Low,,1554.5,,-
CRMD,Healthcare,9.98,-11.21,17.93,36.48,Neutral,7.89,11.082,Bearish,★★☆☆☆ →,-13.52,0.0,-9.94,No,Not expected,Not imminent,2.0,Increasing,0.01,-13.52,Balanced metrics,9.71,High,,1617.0,,-
PTRN,Technology,15.7,-10.08,17.85,39.75,Neutral,9.14,16.8214,Bearish,★★☆☆☆ →,-9.04,0.0,-6.67,No,Not expected,Not imminent,1.6,Increasing,0.14,-9.04,Balanced metrics,15.42,High,,1503.0,,-
NMRK,Real Estate,15.74,-4.14,17.82,29.15,Oversold,4.14,17.4169,Bearish,★★☆☆☆ ↑,-10.16,0.0,-9.63,No,Not expected,Not imminent,2.1,Decreasing,0.02,-10.16,Balanced metrics,15.42,Low,,1537.0,,-
TNXP,Healthcare,16.81,5.69,17.61,37.66,Neutral,6.94,18.1845,Bearish,★★☆☆☆ →,-10.42,0.0,-7.59,No,Not expected,Not imminent,2.2,Increasing,0.01,-10.42,Balanced metrics,16.45,High,,1546.0,,-
ACHC,Healthcare,15.65,-2.31,17.61,14.46,Oversold,6.84,19.7761,Bearish,★★☆☆☆ ↑,-26.56,0.0,-20.86,No,Not expected,Not imminent,1.7,Increasing,0.0,-26.56,Balanced metrics,14.82,High,,1815.0,,-
SMCY,Unknown,9.83,-4.66,17.53,25.37,Oversold,6.35,12.0467,Bearish,★★☆☆☆ ↑,-29.33,0.0,-18.4,No,Not expected,Not imminent,2.1,Decreasing,0.01,-29.33,Balanced metrics,9.25,High,,1835.0,,-
CWVX,Unknown,5.49,-5.51,17.44,25.7,Oversold,35.88,12.18,Bearish,★★☆☆☆ ↑,-66.97,0.0,-54.93,No,Not expected,Not imminent,2.0,Decreasing,0.01,-66.97,Balanced metrics,4.75,High,,1924.0,,-
